source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,Thank you St. Louis Missouri! #MakeAmericaGreatAgain #Trump2016https://t.co/qM1Mwq05j2 https://t.co/MxVFHvHfS3,03/11/2016 21:25,3851,11492,FALSE,7.08E+17
Twitter for iPhone,It means so much to me- receiving an endorsement from Phyllis Schlafly. A truly great woman &amp; conservative. https://t.co/11rEMu99qc,03/11/2016 22:40,6873,20100,FALSE,7.08E+17
Twitter for iPhone,Great news! Thank you Governor Ralph DLG Torres! #Trump2016  https://t.co/hXwAK3iyPk,03/11/2016 23:03,3903,10618,FALSE,7.08E+17
Twitter for iPhone,I just got off the phone with the great people of Guam! Thank you for your support! #VoteTrump today! #Trump2016,03/12/2016 02:00,4835,17335,FALSE,7.08E+17
Twitter for Android,The organized group of people many of them thugs who shut down our First Amendment rights in Chicago have totally energized America!,03/12/2016 11:44,24371,40909,FALSE,7.09E+17
Twitter for Android,Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!,03/12/2016 13:35,5939,13689,FALSE,7.09E+17
Twitter for Android,Ohio had the biggest budget increase in the U.S. If it were not for striking oil they would be bust! Governor Kasich in favor of TPP fraud!,03/12/2016 14:17,4366,11599,FALSE,7.09E+17
Twitter for Android,The rally in Cincinnati is ON. Media put out false reports that it was cancelled. Will be great - love you Ohio!,03/12/2016 14:35,5544,15531,FALSE,7.09E+17
Twitter for Android,On my way to Dayton Ohio. Will be there soon!,03/12/2016 14:54,2938,12239,FALSE,7.09E+17
Twitter for Android,MAKE AMERICA GREAT AGAIN!,03/12/2016 14:55,13449,28283,FALSE,7.09E+17
Twitter for iPhone,Thank you Dayton Ohio! 20000 supporters- largest in airport history! #MakeAmericaGreatAgain #Trump2016 https://t.co/ry2p5qGcFt,03/12/2016 18:02,6545,18296,FALSE,7.09E+17
Twitter for iPhone,The rally in Cincinnati is ON. Media put out false reports that it was cancelled! #MakeAmericaGreatAgain #Trump2016,03/12/2016 18:02,4309,11750,FALSE,7.09E+17
Twitter for iPhone,Word is-early voting in FL is very dishonest. Little Marco his State Chairman &amp; their minions are working overtime-trying to rig the vote.,03/12/2016 18:06,6593,14216,FALSE,7.09E+17
Twitter for iPhone,We are asking law enforcement to check for dishonest early voting in Florida- on behalf of little Marco Rubio. No way to run a country!,03/12/2016 18:07,6473,16606,FALSE,7.09E+17
Twitter for Android,The last person that Hillary or Bernie want to run against is Donald Trump --- and that is fact!,03/12/2016 18:24,7478,20991,FALSE,7.09E+17
Twitter for iPhone,It is Clinton and Sanders people who disrupted my rally in Chicago - and then they say I must talk to my people. Phony politicians!,03/12/2016 18:36,12953,30095,FALSE,7.09E+17
Twitter for iPhone,Just finished my second speech. 20K in Dayton &amp; 25K in Cleveland- perfectly behaved crowd. Thanks- I love you Ohio! https://t.co/IDmwG5FQsw,03/12/2016 20:21,9784,29203,FALSE,7.09E+17
Twitter for iPhone,#EndCommonCore #Trump2016Video: https://t.co/krYK2DiAlh https://t.co/RAH45igqJI,03/12/2016 22:21,4381,11737,FALSE,7.09E+17
Twitter for Android,Do the people of Ohio know that John Kasich is STRONGLY in favor of Common Core! In other words education of your children from D.C. No way,03/12/2016 22:47,6874,16571,FALSE,7.09E+17
Twitter for iPhone,USSS did an excellent job stopping the maniac running to the stage. He has ties to ISIS. Should be in jail! https://t.co/tkzbHg7wyD?ssr=true,03/12/2016 23:41,10882,20991,FALSE,7.09E+17
Twitter for iPhone,RT @GovMikeHuckabee: Trump says the chaos in Chicago was a planned attack. But Hillary insists it was a spontaneous reaction to an internet…,03-13-2016 02:41:33,16692,0,TRUE,7.09E+17
Twitter for iPhone,Wow Kasich didn't qualify to run in the state of Pennsylvania not enough signatures. Big problem!,03-13-2016 03:30:04,6427,17343,FALSE,7.09E+17
Twitter for Android,Bernie Sanders is lying when he says his disruptors aren't told to go to my events. Be careful Bernie or my supporters will go to yours!,03-13-2016 11:48:44,13754,34539,FALSE,7.09E+17
Twitter for Android,Ohio Gov.Kasich voted for NAFTA from which Ohio has never recovered. Now he wants TPP which will be even worse. Ohio steel and coal dying!,03-13-2016 11:58:17,5977,12897,FALSE,7.09E+17
Twitter for Android,Gov.Kasich of Ohio just stated on a morning show that he doesn't watch politics or anything on television he only watches the @GolfChannel,03-13-2016 14:49:44,4289,12231,FALSE,7.09E+17
Twitter for iPhone,Thank you Kevin. With unification of the party Republican wins will be massive! https://t.co/1rmyCGSlsV,03-13-2016 17:06:31,4182,10422,FALSE,7.09E+17
Twitter for iPhone,Carly Fiorina- I agree! Ted Cruz is just another politician. All talk- no action!https://t.co/08xkEBD8Be,03-13-2016 17:07:00,6490,14233,FALSE,7.09E+17
Twitter for iPhone,Because Gov. Kasich cannot run in the state of Pennsylvania-he cannot win the nomination- &amp; should not be allowed to compete in Ohio on Tue.,03-13-2016 18:26:20,5732,15224,FALSE,7.09E+17
Twitter for Android,The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!,03-13-2016 18:53:07,5505,15350,FALSE,7.09E+17
Twitter for iPhone,LYIN' TED https://t.co/Q0qXDGCN1l,03-13-2016 20:32:48,7101,14390,FALSE,7.09E+17
Twitter for iPhone,RT @RSBNetwork: LIVE Stream: Donald Trump about to speak in Boca Raton FL. Protesters already before Trump speaks. #TrumpTrain https://t…,03-14-2016 00:04:26,1514,0,TRUE,7.09E+17
Twitter for iPhone,Just received from @PeteRose_14. Thank you Pete! #VoteTrump on Tuesday Ohio! #Trump2016#MakeAmericaGreatAgain https://t.co/UvP03n7dQq,03-14-2016 00:13:41,11689,30282,FALSE,7.09E+17
Twitter for iPhone,We don't have a country- if we don't have borders. #VoteTrump Video: https://t.co/wG4RgOi1bW https://t.co/oAXBvcKIsr,03-14-2016 12:55:28,7392,18006,FALSE,7.09E+17
Twitter for iPhone,Look forward to being in Tampa this afternoon. Wonderful crowds. Thank you Florida!,03-14-2016 15:24:15,3248,12177,FALSE,7.09E+17
Twitter for iPhone,Leaving the great people of North Carolina. Amazing event. Heading to Tampa now! #VoteTrump,03-14-2016 16:56:06,3338,12242,FALSE,7.09E+17
Twitter for iPhone,Gov Kasich voted for NAFTA which devastated Ohio and is now pushing TPP hard- bad for American workers!,03-14-2016 16:59:19,4870,10780,FALSE,7.09E+17
Twitter for iPhone,Kasich has helped decimate the coal and steel industries in Ohio. I will bring them back! #MakeAmericaGreatAgain,03-14-2016 16:59:52,5758,13020,FALSE,7.09E+17
Twitter for iPhone,THANK YOU - Youngstown Ohio! I love you! Get out &amp; #VoteTrump tomorrow. #Trump2016 https://t.co/OReGiIS6TF,03-15-2016 00:48:09,4707,13521,FALSE,7.10E+17
Twitter for iPhone,Sadly this kind of stuff even happened to Ronald Reagan. There is nothing nice about it! #MakeAmericaGreatAgain https://t.co/jC7cn1v18u,03-15-2016 01:11:17,13818,23559,FALSE,7.10E+17
Twitter for Android,Kasich voted for NAFTA a disaster for Ohio and now wants the even worse TPP approved. Vote Trump and end this madness!,03-15-2016 04:10:00,5020,12813,FALSE,7.10E+17
Twitter for Android,Rubio is weak on illegal immigration with the worst voting record in the U.S. Senate in many years. He will never MAKE AMERICA GREAT AGAIN!,03-15-2016 04:21:20,4120,12261,FALSE,7.10E+17
Twitter for Android,I will bring our jobs back to America fix our military and take care of our vets end Common Core and ObamaCare protect 2nd A build WALL,03-15-2016 10:25:53,8086,19990,FALSE,7.10E+17
Twitter for Android,Please remember I am the ONLY candidate who is self-funding his campaign. Kasich Rubio and Cruz are all bought and paid for by lobbyists!,03-15-2016 10:39:06,7489,19426,FALSE,7.10E+17
Twitter for Android,Don't reward Mitt Romney who let us all down in the last presidential race by voting for Kasich (who voted for NAFTA open borders etc.).,03-15-2016 11:31:46,5259,14206,FALSE,7.10E+17
Twitter for iPhone,Good morning Ohio! Some additional information from my daughter @IvankaTrump! #VoteTrump #SuperTuesday https://t.co/H7sBEnSpYq,03-15-2016 12:10:10,3323,8632,FALSE,7.10E+17
Twitter for iPhone,Just in big news- I have been declared the winner of the CNMI Rep Caucus with 72.8% of the vote! Thank you! #SuperTuesday #VoteTrump,03-15-2016 12:38:37,5496,15972,FALSE,7.10E+17
Twitter for iPhone,RT @EricTrump: Friends in #FL #OH #NC #IL &amp; #MO we would be honored to have your #VOTE! #SuperTuesday #LetsDoThis #MakeAmericaGreatAgain #T…,03-15-2016 13:24:01,3705,0,TRUE,7.10E+17
Twitter for Android,North Carolina lost 300000 manufacturing jobs and Ohio lost 400000 since 2000. Going to Mexico etc. NO MORE IF I WIN WE WILL BRING BACK!,03-15-2016 13:37:24,6092,13952,FALSE,7.10E+17
Twitter for iPhone,#VoteTrump #SuperTuesday✅Florida✅Illinois✅Missouri✅North Carolina✅Ohio #TrumpTrain https://t.co/zyRctsFmSq https://t.co/kxrn0ev4UF,03-15-2016 13:43:25,6735,15959,FALSE,7.10E+17
Twitter for iPhone,RT @EricTrump: Mathematically it is statistically impossible for Kasich to get to 1237 - he would need 112% of the remaining delegates to b…,03-15-2016 14:36:09,5476,0,TRUE,7.10E+17
Twitter for Android,Watching John Kasich being interviewed - acting so innocent and like such a nice guy. Remember him in second debate until I put him down.,03-15-2016 14:53:41,3459,11891,FALSE,7.10E+17
Twitter for Android,Ohio is losing jobs to Mexico now losing Ford (and many others). Kasich is weak on illegal immigration. We need strong borders now!,03-15-2016 15:03:34,5446,16359,FALSE,7.10E+17
Twitter for Android,In presidential voting so far John Kasich is ZERO for 22. So why would he be a good candidate? Hillary would beat him I will beat Hillary!,03-15-2016 16:03:57,4677,15511,FALSE,7.10E+17
Twitter for Android,"I will bring our jobs back to the U.S. and keep our companies from leaving. Nobody else can do it. Our economy will ""sing"" again.",03-15-2016 16:16:16,6382,17732,FALSE,7.10E+17
Twitter for Android,A lot of complaints from people saying my name is not on the ballot in various places in Florida? Hope this is false.,03-15-2016 19:11:12,8034,20098,FALSE,7.10E+17
Twitter for Android,Word is that despite a record amount spent on negative and phony ads I had a massive victory in Florida. Numbers out soon!,03-15-2016 23:06:59,5939,20877,FALSE,7.10E+17
Twitter for Android,Can't watch Crazy Megyn anymore. Talks about me at 43% but never mentions that there are four people in race. With two people big &amp; over!,03-16-2016 00:05:04,4294,16631,FALSE,7.10E+17
Twitter for iPhone,Thank you Northern Mariana Islands!#SuperTuesday #Trump2016 #MakeAmericaGreatAgain https://t.co/OoP4mls4lp,03-16-2016 00:05:11,4376,14103,FALSE,7.10E+17
Twitter for iPhone,Thank you Florida! #SuperTuesday #MakeAmericaGreatAgain #Trump2016 https://t.co/nzhnLQXrZg,03-16-2016 00:05:34,10299,25099,FALSE,7.10E+17
Twitter for Android,Watching other networks and local news. Really good night! Crazy @megynkelly is unwatchable.,03-16-2016 00:09:08,5300,17297,FALSE,7.10E+17
Twitter for iPhone,Thank you North Carolina! #Trump2016 #SuperTuesday  #MakeAmericaGreatAgain https://t.co/hd4wtDonIB,03-16-2016 01:33:57,6532,18426,FALSE,7.10E+17
Twitter for iPhone,Thank you Illinois! #SuperTuesday #MakeAmericaGreatAgain #Trump2016 https://t.co/vcfstc6Wnb,03-16-2016 01:48:52,6350,17746,FALSE,7.10E+17
Twitter for iPhone,I only wish my wonderful daughter Tiffany could have been with us at Mar-a-Lago for our great election victory. She is a winner!,03-16-2016 02:33:54,3540,17574,FALSE,7.10E+17
Twitter for iPhone,Thank you Marco I agree! https://t.co/PTfFzFno9p,03-16-2016 03:16:09,15492,31772,FALSE,7.10E+17
Twitter for Android,Will be interviewed on @GMA at 7:00 A.M. Big wins last night!,03-16-2016 10:28:47,1321,6745,FALSE,7.10E+17
Twitter for Android,Will be interviewed on @NewDay on @CNN at 7:15 A.M.,03-16-2016 10:30:14,1273,6197,FALSE,7.10E+17
Twitter for Android,Will be interviewed on @Morning_Joe at 7:40. ENJOY!,03-16-2016 11:35:33,1192,6016,FALSE,7.10E+17
Twitter for Android,I will be interviewed on @foxandfriends at 8:30 A.M. ENJOY!,03-16-2016 12:02:01,1436,7047,FALSE,7.10E+17
Twitter for Android,.@pastormarkburns You were great last night and we all very much appreciate it! Thank you!,03-16-2016 12:06:10,3002,10549,FALSE,7.10E+17
Twitter for Android,.@RepTomMarino  Great job on television this morning. Glad to have you on my side!,03-16-2016 13:37:39,2316,9299,FALSE,7.10E+17
Twitter Web Client,Is this what we want for a President? https://t.co/2yYy6Nyta9,03-16-2016 16:19:58,7809,15930,FALSE,7.10E+17
Twitter Web Client,Yesterday was amazing—5 victories.  Lyin’ Ted Cruzhad zero. Things are going very well!,03-16-2016 17:04:49,5330,17703,FALSE,7.10E+17
Twitter Web Client,In the last 2 weeks I had $35M of negative ads against me in Florida &amp; I won in a massive landslide.The establishment should save their $$!,03-16-2016 17:13:17,8189,25052,FALSE,7.10E+17
Twitter for iPhone,Thank you to the Governor of Florida Rick Scott for your endorsement. I greatly appreciate your support!,03-16-2016 17:14:37,5713,19972,FALSE,7.10E+17
Twitter for Android,I am making a big speech the night of the @FoxNews debate but I wish everyone well. Yesterday was a big day for me with 5 wins!,03-16-2016 17:47:07,4864,18836,FALSE,7.10E+17
Twitter Web Client,RT @JohnStossel: I can skate here ONLY b/c @realdonaldtrump fixed this rink after NYC gov’t spent $13M but FAILED! Good for Trump! https:/…,03-16-2016 18:52:15,6407,0,TRUE,7.10E+17
Twitter for Android,Wow just won Missouri!,03-16-2016 18:56:09,7699,27688,FALSE,7.10E+17
Twitter for iPhone,Thank you Missouri! #Trump2016 https://t.co/iOzGtcBbia,03-16-2016 21:21:43,5051,17319,FALSE,7.10E+17
Twitter Web Client,I will be interviewed on The O'Reilly Factor this evening at 8 pm on the Fox News Channel. @oreillyfactor,03-16-2016 21:26:40,3191,12240,FALSE,7.10E+17
Twitter for Android,Stuart Stevens the failed campaign manager of Mitt Romney's historic loss is now telling the Republican Party what to do with Trump. Sad!,03-17-2016 10:09:00,4413,13535,FALSE,7.10E+17
Twitter for Android,Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!,03-17-2016 10:17:00,4361,14397,FALSE,7.10E+17
Twitter for Android,Great news that @FoxNews has cancelled the additional debate. How many times can the same people ask the same question? I beat Cruz debating,03-17-2016 10:40:53,5776,21511,FALSE,7.10E+17
Twitter for Android,Crazy @megynkelly is now complaining that  @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!,03-17-2016 12:19:55,4135,13732,FALSE,7.10E+17
Twitter for Android,The reason lyin' Ted Cruz has lost so much of the evangelical vote is that they are very smart and just don't tolerate liars-a big problem!,03-17-2016 12:28:17,4645,14786,FALSE,7.10E+17
Twitter for Android,".@WSJ Editorial says ""Clinton primary vote total is 8646551.Trump's is 7533692""-a knock. But she had only 3 opponents-I had 16.Apologize",03-17-2016 13:08:55,5364,16662,FALSE,7.10E+17
Twitter for Android,.@WSJ is bad at math. The good news is nobody cares what they say in their editorials anymore especially me!,03-17-2016 13:11:31,3855,13056,FALSE,7.10E+17
Twitter for Android,Please explain to the dummies at the @WSJ  Editorial Board that I love to debate and have won according to Drudge etc. all 11 of them!,03-17-2016 13:22:07,4258,13816,FALSE,7.10E+17
Twitter Web Client,See you in Arizona on Friday and Saturday. https://t.co/HiOhRaTMbm,03-17-2016 16:44:45,3668,10241,FALSE,7.11E+17
Twitter Web Client,Looking like my 5 victories on Tuesday will be just as good as if I won Ohio. Two more days and Ohio was mine!,03-17-2016 16:54:21,3354,13620,FALSE,7.11E+17
Twitter Web Client,Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on others Megyn!,03-17-2016 16:58:04,5920,21641,FALSE,7.11E+17
Twitter Web Client,Who should star in a reboot of Liar Liar- Hillary Clinton or Ted Cruz? Let me know. https://t.co/ESdiEftWGs,03-17-2016 18:33:31,6460,11608,FALSE,7.11E+17
Twitter for Android,MAKE AMERICA GREAT AGAIN!,03-17-2016 20:30:08,14553,32671,FALSE,7.11E+17
Twitter for Android,Hillary Clinton has been involved in corruption for most of her professional life!,03-18-2016 00:37:17,14199,35299,FALSE,7.11E+17
Twitter for iPhone,Join us in Salt Lake City Utah- tonight!#MakeAmericaGreatAgain #Trump2016https://t.co/1cJ7OFbQiz,03-18-2016 15:56:16,3262,9518,FALSE,7.11E+17
Twitter for Android,Lyin' Ted Cruz lost all five races on Tuesday-and he was just given the jinx - a Lindsey Graham endorsement. Also backed Jeb. Lindsey got 0!,03-18-2016 16:42:29,5269,16508,FALSE,7.11E+17
Twitter Web Client,Senator @LindseyGrahamSC made horrible statements about @SenTedCruz – and then he endorsed him. No wonder nobody trusts politicians!,03-18-2016 19:03:48,5156,13717,FALSE,7.11E+17
Twitter Web Client,.@EWErickson got fired like a dog from RedStateand now he is the one leading opposition against me.,03-18-2016 19:08:05,3058,8057,FALSE,7.11E+17
Twitter for Android,With millions of dollars of negative and phony ads against me by the establishment my numbers continue to go up. Can anyone explain this?,03-18-2016 19:44:17,6316,18960,FALSE,7.11E+17
Twitter for Android,Club For Growth tried to extort $1000000 from me. When I said NO they went hostile with negative ads. Disgraceful!,03-18-2016 19:57:35,3284,9778,FALSE,7.11E+17
Twitter for iPhone,Club for Growth letter- trying to extort $1000000.00 from me. Remember I said- NO! https://t.co/suIfdiMg0Q,03-18-2016 20:05:51,4772,11635,FALSE,7.11E+17
Twitter for Android,Going to Salt Lake City Utah for a big rally. Lyin' Ted Cruz should not be allowed to win there - Mormons don't like LIARS! I beat Hillary,03-18-2016 20:07:50,4634,14626,FALSE,7.11E+17
Twitter for Android,"Failed presidential candidate Mitt Romney the man who ""choked"" and let us all down is now endorsing Lyin' Ted Cruz. This is good for me!",03-18-2016 20:18:14,5816,21141,FALSE,7.11E+17
Twitter for iPhone,Failed Presidential Candidate Mitt Romney was campaigning with John Kasich &amp; Marco Rubio and now he is endorsing Ted Cruz. 1/2,03-18-2016 20:21:17,3975,12598,FALSE,7.11E+17
Twitter for iPhone,Mitt Romney is a mixed up man who doesn't have a clue. No wonder he lost!,03-18-2016 20:37:31,4197,14217,FALSE,7.11E+17
Twitter for iPhone,Join me tomorrow! #Trump2016#MakeAmericaGreatAgain https://t.co/1Yak4I5B7b,03-18-2016 20:39:05,2582,8089,FALSE,7.11E+17
Twitter for iPhone,Thank you Arizona- I love you! #MakeAmericaGreatAgain #Trump2016 https://t.co/fTzaIvTX9b,03-18-2016 20:41:53,5118,14521,FALSE,7.11E+17
Twitter for iPhone,Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick &amp; the most overrated person on tv.,03-18-2016 21:55:11,8539,27306,FALSE,7.11E+17
Twitter for iPhone,Do you believe that Hillary Clinton now wants Obamacare for illegal immigrants? She should spend more time taking care of our great Vets!,03-19-2016 00:40:10,11479,27840,FALSE,7.11E+17
Twitter for iPhone,"I guess I have reached yet another ""ceiling""  - 49.7% with four people. My highest Reuters poll yet! Thank you! https://t.co/k5Ft585Arp",03-19-2016 01:05:55,6770,20295,FALSE,7.11E+17
Twitter for iPhone,Why haven't they released the final Missouri victory for us yet? Could it be because Cruz's guy runs Missouri?,03-19-2016 01:53:57,4012,12864,FALSE,7.11E+17
Twitter for iPhone,RT @MarkHalperin: Utah Speaker of the House announces endorsement of @realDonaldTrump. Says @DonaldJTrumpJr played a big role,03-19-2016 01:54:24,3461,0,TRUE,7.11E+17
Twitter for iPhone,Just leaving Salt Lake City Utah- fantastic crowd with no interruptions. Love Utah- will be back!,03-19-2016 03:43:42,3572,13384,FALSE,7.11E+17
Twitter for iPhone,Watching @loudobbsnews- fantastic show! Has very interesting take on Paul Ryan.,03-19-2016 03:45:23,2453,8522,FALSE,7.11E+17
Twitter for iPhone,Heading to Phoneix. Will be arriving soon. Tomorrow a big day. Tremendous crowds expected! #Trump2016 #MakeAmericaGreatAgain,03-19-2016 04:05:20,2586,9958,FALSE,7.11E+17
Twitter for iPhone,While I have never met @nytdavidbrooks of the NY Times I consider him one of the dumbest of all pundits- he has no sense of the real world!,03-19-2016 04:11:18,2600,9558,FALSE,7.11E+17
Twitter for iPhone,Reading @nytdavidbrooks of the NY Times is a total waste of time he is a clown with no awareness of the world around him- dummy!,03-19-2016 04:25:54,2245,8087,FALSE,7.11E+17
Twitter for iPhone,Landing in Phoenix now. Tomorrow's events will be amazing! #Trump2016,03-19-2016 04:28:43,2505,9836,FALSE,7.11E+17
Twitter for iPhone,Thank you- New York! I love you!#MakeAmericaGreatAgain #Trump2016 https://t.co/wyjV9DgdQA,03-19-2016 04:40:27,5832,15667,FALSE,7.11E+17
Twitter for Android,Crazy @megynkelly says I don't (won't) go on her show and she still gets good ratings. But almost all of her shows are negative hits on me!,03-19-2016 15:14:32,3199,12079,FALSE,7.11E+17
Twitter for Android,If crazy @megynkelly didn't cover me so much on her terrible show her ratings would totally tank. She is so average in so many ways!,03-19-2016 15:16:55,4210,16827,FALSE,7.11E+17
Twitter for iPhone,Great to be back in Arizona!#MakeAmericaGreatAgain #Trump2016 https://t.co/uo287ZGvvQ,03-19-2016 15:40:55,6059,16834,FALSE,7.11E+17
Twitter for Android,"Wow @CNN ratings are up 75% because it's ""all Trump all the time."" The networks are making a fortune off of me! MAKE AMERICA GREAT AGAIN!",03-19-2016 15:50:59,6563,19126,FALSE,7.11E+17
Twitter for iPhone,THANK YOU ARIZONA! 20000 amazing supporters! Get out and #VoteTrump on Tuesday. I love you!#MakeAmericaGreatAgain https://t.co/pU5vB1pBO5,03-19-2016 19:38:11,8553,24804,FALSE,7.11E+17
Twitter for iPhone,.@DiamondandSilk- Just watched you on #WattersWorld with a large group of people. Everybody loves you- two amazing people! #Trump2016,03-20-2016 00:31:50,4028,12960,FALSE,7.11E+17
Twitter for iPhone,.@jessebwatters- Watching your show from Arizona where we just had a big rally. It is fantastic- everybody loves it!#MakeAmericaGreatAgain,03-20-2016 00:34:31,3249,12070,FALSE,7.11E+17
Twitter for iPhone,.@AndreaTantaros- You are a true journalistic professional. I so agree with what you say. Keep up the great work! #MakeAmericaGreatAgain,03-20-2016 00:48:06,4636,14482,FALSE,7.11E+17
Twitter for iPhone,Thank you- Tucson Arizona! A great afternoon with 6000 supporters! #VoteTrump on Tuesday!#MakeAmericaGreatAgain https://t.co/CTgYrLnAWV,03-20-2016 01:39:20,5402,18487,FALSE,7.11E+17
Twitter for iPhone,THANK YOU ARIZONA! Get out and #VoteTrump on Tuesday! #AZPrimary #MakeAmericaGreatAgain #Trump2016 https://t.co/5itxkQxrLF,03-20-2016 03:06:21,5320,15810,FALSE,7.11E+17
Twitter for Android,The rallies in Utah and Arizona were great! Tremendous crowds and spirit. Just returned but will be going back soon.,03-20-2016 05:05:04,4124,16662,FALSE,7.11E+17
Twitter for Android,Will be interviewed on @ThisWeekABC this morning. Enjoy!,03-20-2016 11:55:27,2171,9103,FALSE,7.12E+17
Twitter for Android,Why is it that the horrendous protesters who scream curse punch shut down roads/doors during my RALLIES  are never blamed by media? SAD!,03-20-2016 16:13:50,17688,46998,FALSE,7.12E+17
Twitter for Android,The protesters blocked a major highway yesterday delaying entry to my RALLY in Arizona by hours and the media blames my supporters!,03-20-2016 18:52:32,8329,23329,FALSE,7.12E+17
Twitter for Android,So the highly overrated anchor @megynkelly is allowed to constantly say bad things about me on her show but I can't fight back? Wrong!,03-20-2016 19:10:55,7576,26974,FALSE,7.12E+17
Twitter for Android,Big Republican Dinner tonight at Mar-a-Lago in Palm Beach. I will be there!,03-20-2016 19:45:33,3595,15271,FALSE,7.12E+17
Twitter for Android,Wow President Obama just landed in Cuba a big deal and Raul Castro wasn't even there to greet him. He greeted Pope and others. No respect,03-20-2016 20:41:03,12542,35168,FALSE,7.12E+17
Twitter for iPhone,Do you all remember how beautiful and safe a place Brussels was. Not anymore it is from a different world! U.S. must be vigilant and smart!,03-22-2016 12:04:43,17761,47298,FALSE,7.12E+17
Twitter for Android,President Obama looks and sounds so ridiculous making his speech in Cuba especially in the shadows of Brussels. He is being treated badly!,03-22-2016 14:53:34,6026,20896,FALSE,7.12E+17
Twitter for Android,MAKE AMERICA GREAT AGAIN!,03-22-2016 14:54:32,12422,27489,FALSE,7.12E+17
Twitter for iPhone,RT @EricTrump: #Arizona: We made it easy to find your polling location for today's primary! Simply visit https://t.co/uJFqD4yTlF 🇺🇸 https:/…,03-22-2016 15:08:32,2914,0,TRUE,7.12E+17
Twitter Web Client,I have proven to be far more correct about terrorism than anybody- and it’s not even close. Hopefully AZ and UT will be voting for me today!,03-22-2016 15:32:36,8163,26061,FALSE,7.12E+17
Twitter Web Client,Watch this clip from earlier this year. Time &amp; time again I have been right about terrorism. It’s time to get tough! https://t.co/8mnY3GFRzw,03-22-2016 16:16:10,7359,17278,FALSE,7.12E+17
Twitter for iPhone,My heart &amp; prayers go out to all of the victims of the terrible #Brussels tragedy. This madness must be stopped and I will stop it.,03-22-2016 18:21:24,17403,45312,FALSE,7.12E+17
Twitter for iPhone,#VoteTrump video: https://t.co/NauXRQ2Q91#AZPrimary #ArizonaPrimary #UtahCaucus #UTCaucus #AmericanSamoa https://t.co/bKruyYHFma,03-22-2016 18:52:55,2955,8677,FALSE,7.12E+17
Twitter for iPhone,#ArizonaPrimary message from @IvankaTrump! #AZPrimary #MakeAmericaGreatAgain #Trump2016https://t.co/WzTDekWJAQ,03-22-2016 19:04:07,2409,7959,FALSE,7.12E+17
Twitter for iPhone,#UtahCaucus message from @IvankaTrump! #UTCaucus#MakeAmericaGreatAgain #Trump2016https://t.co/kHigCSUnFC,03-22-2016 19:16:42,2784,8573,FALSE,7.12E+17
Twitter for Android,Obama and all others have been so weak and so politically correct that terror groups are forming and getting stronger! Shame.,03-22-2016 19:17:41,11547,29585,FALSE,7.12E+17
Twitter for iPhone,Pres. Obama should leave the baseball game in Cuba immediately &amp; get home to Washington- where a #POTUS under a serious emergency belongs!,03-22-2016 22:41:46,11739,34960,FALSE,7.12E+17
Twitter for Android,Lyin' Ted Cruz just used a picture of Melania from a G.Q. shoot in his ad. Be careful Lyin' Ted or I will spill the beans on your wife!,03-23-2016 01:53:05,16384,36549,FALSE,7.12E+17
Twitter for Android,Incompetent Hillary despite the horrible attack in Brussels today wants borders to be weak and open-and let the Muslims flow in.  No way!,03-23-2016 02:59:29,13381,36749,FALSE,7.12E+17
Twitter for iPhone,Thank you Arizona! #Trump2016#WesternTuesday #TrumpTrain https://t.co/VMCzxrryG8,03-23-2016 03:30:10,7042,21727,FALSE,7.12E+17
Twitter for Android,Much bigger win than anticipated in Arizona. Thank you I will never forget!,03-23-2016 03:43:50,6939,25538,FALSE,7.12E+17
Twitter for Android,Hopefully the Republican Party can come together and have a big WIN in November paving the way for many great Supreme Court Justices!,03-23-2016 04:04:34,7453,26045,FALSE,7.12E+17
Twitter for Android,Lyin' Ted Cruz denied that he had anything to do with the G.Q. model photo post of Melania. That's why we call him Lyin' Ted!,03-23-2016 14:22:51,8202,25925,FALSE,7.13E+17
Twitter for iPhone,Thank you Arizona! #Trump2016#MakeAmericaGreatAgain #TrumpTrainhttps://t.co/MMPR0Omwog https://t.co/Dgqky0JiHO,03-23-2016 18:35:50,4306,14137,FALSE,7.13E+17
Twitter Web Client,Lyin’ Ted Cruz steals foreign policy from me and lines from Michael Douglas— just another dishonest politician.,03-23-2016 19:45:44,5432,15759,FALSE,7.13E+17
Twitter Web Client,Low energy Jeb Bush just endorsed a man he truly hates Lyin’ Ted Cruz. Honestly I can’t blame Jeb in that I drove him into oblivion!,03-23-2016 19:49:49,5390,17969,FALSE,7.13E+17
Twitter Web Client,Just watched Hillary deliver a prepackaged speech on terror. She’s been in office fighting terror for 20 years- and look where we are!,03-23-2016 19:53:39,11115,27505,FALSE,7.13E+17
